closure_code_id,closure_code_value,extraction_timestamp,date,history_date
9156511293013855887,Device Error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511297913855787,TV service,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511414313855820,User error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511415313855820,Device Error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511417513855820,Operator's device error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511931113856840,Billing Complaint,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512101813856810,Long wait time - Shop,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512107613856810,Bad Customer Service -CC,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512193413856968,Service can't be provided,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512197413856968,Information provided,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512198313856968,Compensation proposition,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9158552551613919274,Additional service activation/deletion,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552728713919200,Technical Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553539613919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553807813919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554041813919700,More Info required,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554044613919800,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554049713919700,Unresolved and Customer informed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919863,User Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919865,Provisioning Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919874,Others,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554280213919982,More Info required,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554282113919982,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554284213919982,Rejected - Out of Scope,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554287713919882,SIM Card change,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554287913919882,Issue Fixed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554289913919882,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568470913925400,Outage Fixed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568662713925538,Apologize,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568674713925571,Customer Care processes,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568692813925600,Unresolved,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568693913925600,Investigation Complete,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568694913925600,Others,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568695813925600,No Action Required,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568697813925600,Ticket No longer needed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9156511291013855887,Operator's network error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511294013855887,Partner's network error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511410313855820,Application Outage,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511415513855820,Operator's network error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512102813856810,Repair Process - Courier,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512108613856810,Bad Customer Service - Dealer,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9158552556513919274,My Vodafone App,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552727713919200,Wrong topup prepaid,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552728913919200,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553805813919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553806613919700,Issue no longer exists,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554043813919700,Cancelled by Customer request,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919868,Lack of Data Bucket,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554281113919982,Resolution Provided,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554283913919882,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554288013919982,Resolution Provided,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554289213919982,Others,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568572613925530,Coverage Problem,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568616613925563,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568675713925571,Apologize,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568692913925600,No Answer needed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568694813925600,No Issue found,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568696813925600,More Info Required,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568699813925600,Cancelled by Customer reques,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9156511298913855787,Voice service,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511416513855820,Partner's network error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512101313856810,Additional service deletion,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512104213856810,False information,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512108213856810,Additional service activation,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512194413856968,Information request,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512199313856968,Service request,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9158552550613919274,Discounts,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552553613919274,Wrong monthly fee,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552557513919274,Services,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552557613919274,Wrong one time fee,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552559513919274,Tariffs,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553802813919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553804613919700,Moved to existing ticket,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553809513919700,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554042713919800,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554044813919700,Rejected - Out of Scope,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919866,Human Error,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919867,Prohibited Service,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919871,No issue Found,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919873,Non Vodafone Caused Incident,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554281213919982,Cancelled by Customer request,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554284113919982,Moved to existing ticket,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554284813919882,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554286113919982,Issue no longer exists,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554286713919882,Handset Repair,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554287113919982,Temporary Fix,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554288113919982,Unresolved and Customer informed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568573613925530,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568648613925525,Bad Treatment,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568649613925525,Apologize,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568698713925600,Information provided,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9156511292013855887,Customer's side network error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511296913855787,Fixed Internet service,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511411313855820,Known error,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156511932113856840,Customer Care,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512101213856810,General,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512102313856810,Wrong penalty,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512103313856810,Wrong promotion activation,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512103813856810,Online Self-care is not working,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512104713856810,Long wait time - Dealer,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512192413856968,Service provided,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512197313856968,General information provided,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9158552554613919274,Wrong charges,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552721813919200,Others,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552724913919200,Information sent,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552729713919200,No issue found,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553800813919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553804813919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553806513919700,Fixed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554044713919800,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554045813919700,Others,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554047713919700,Temporary Fix,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919861,No Balance,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919862,Maintenance,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919881,Settings Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554281913919882,Offer Activate/Delete,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554282813919882,Issue Fixing,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554288713919882,Device Proper settings,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554289013919982,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568479813925400,Global Outage,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568615613925563,Known Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568691913925600,Ticket Created,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568697713925600,Customer Request,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568698813925600,Duplicate Ticket,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568699713925600,Data Updated/Request Performed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9156512102713856810,Bad Customer Service - Online Shop,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512103713856810,Long wait time - CC,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512105213856810,Wrong tariff change,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9156512109613856810,Bad Customer Service - Shop,2020-11-06 06:28:07.0,2020-11-06,2020-11-13-09-20-46
9158552553513919274,False information,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552722813919200,Portability Rejected,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552722913919200,Apologize,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158552726913919200,Fixed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553804513919700,Customer Informed/Information sent,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158553809713919600,Adjustment is made,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554041713919800,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554047813919700,Refund Provided,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919864,Device/Hardware Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919870,Network Issue,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554145713919872,Vodafone Caused Incident,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554280813919882,Required Updates Performed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158554285913919882,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568661713925538,Long waiting time,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568690813925600,Accepted,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568690913925600,Rejected - Out of Scope,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568691813925600,Completed,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158568693813925600,Escalated,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158697970113932109,Informed the Customer,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
9158697979013932109,Coverage Problem,2020-11-13 09:20:46.0,2020-11-13,2020-11-13-09-20-46
